name,population,latitude,longitude,state,country,status
Calíope (Parador Turístico) - Warí,0,4.67822,-61.07978,Bolívar,Venezuela,
Campo Carrao,0,5.92283,-62.29046,Bolívar,Venezuela,
Causa Amerindia (Wiki),0,7.38607,-64.97394,Bolívar,Venezuela,
Charamisero,0,4.25673,-61.7996,Bolívar,Venezuela,
Chinchorro,0,7.643333,-64.737222,Bolívar,Venezuela,
Chiní Ken,0,5.19383,-61.35924,Bolívar,Venezuela,
Cucurital,0,5.90801,-62.74517,Bolívar,Venezuela,
Edeimotá,0,4.97545,-61.71576,Bolívar,Venezuela,
El Cedral,0,7.293507,-63.315093,Bolívar,Venezuela,
El Chivo ,0,6.90171,-63.30223,Bolívar,Venezuela,
El I.V.S.A. Retumbo,0,7.950556,-62.702222,Bolívar,Venezuela,
El Morocho,0,4.260556,-61.888333,Bolívar,Venezuela,
Horizonte,0,7.40833,-62.53926,Bolívar,Venezuela,
Juan Canción - El Prestamo,0,7.50323,-60.9311,Bolívar,Venezuela,
Kako-Paru (Parador Turístico) - Kakó Parú I,0,4.85055,-61.07662,Bolívar,Venezuela,
Kamá Wa'pa,0,5.10536,-61.78765,Bolívar,Venezuela,
Kariman,0,5.00884,-61.73537,Bolívar,Venezuela,
Kormé,0,5.02734,-61.74743,Bolívar,Venezuela,
Kuana,0,5.83164,-62.27941,Bolívar,Venezuela,
Kumako de Parkupík - Kuma'ko,0,4.32958,-62.1464,Bolívar,Venezuela,
Kurí Parutá,0,4.94777,-61.68019,Bolívar,Venezuela,
La Fé,0,6.601216,-61.398994,Bolívar,Venezuela,
La Hamaca,0,7.669444,-64.676111,Bolívar,Venezuela,
La Lagunita,0,7.5,-60.97,Bolívar,Venezuela,
La Lira,0,6.64568,-61.41539,Bolívar,Venezuela,
La Lira,0,6.64568,-61.41539,Bolívar,Venezuela,
Los Calcetones,0,7.387397,-63.734558,Bolívar,Venezuela,
Los Gallitos,0,6.205,-67.401111,Bolívar,Venezuela,
Los Robles,0,4.74384,-61.04579,Bolívar,Venezuela,
Machikirua,0,5.32161,-61.25039,Bolívar,Venezuela,
Maitakén,0,4.84186,-61.65173,Bolívar,Venezuela,
Maruai,0,4.52566,-61.07265,Bolívar,Venezuela,
Marutak,0,4.78528,-61.61813,Bolívar,Venezuela,
Maurakén,0,5.15119,-61.79247,Bolívar,Venezuela,
Ma'wai Den,0,4.92359,-61.78522,Bolívar,Venezuela,
Paramán,0,5.83305,-62.08305,Bolívar,Venezuela,
Parkupík,0,4.35728,-62.14786,Bolívar,Venezuela,
Pozo Azul,0,4.5375,-61.06396,Bolívar,Venezuela,
Puente Morocho - Karawaré,0,5.76083,-61.54384,Bolívar,Venezuela,
Puerto Bello,0,4.96043,-61.7205,Bolívar,Venezuela,
Punta Blanca - Kaika Poda,0,5.3442,-62.64093,Bolívar,Venezuela,
Rancho Quemao,0,4.27057,-61.73404,Bolívar,Venezuela,
Remanzo,0,7.67043,-64.06875,Bolívar,Venezuela,
Salto Tirica,0,5.04101,-62.40048,Bolívar,Venezuela,
San Cayetano II - Waikín Yeuná Tüpü,0,4.80549,-61.08452,Bolívar,Venezuela,
San José de Agua Fría,0,4.79126,-61.04738,Bolívar,Venezuela,
San Marco de Agua Fría,0,4.79206,-61.08688,Bolívar,Venezuela,
San Mateo - Kamicharai,0,6.51144,-63.53003,Bolívar,Venezuela,
San Miguel de Caracol,0,5.00944,-61.33433,Bolívar,Venezuela,
San Pedro,0,7.157222,-62.206111,Bolívar,Venezuela,
San Rafael (Fundo),0,4.53461,-61.52069,Bolívar,Venezuela,
Santa Ana - Wayra Paru,0,4.60153,-61.27185,Bolívar,Venezuela,
Santa Ines,0,7.401837,-63.77678,Bolívar,Venezuela,
Santa María de Kaikará - Kaikará,0,5.80836,-62.31548,Bolívar,Venezuela,
Santa Teresa - Pasenta,0,4.707222,-61.065556,Bolívar,Venezuela,
Solís I,0,4.58456,-61.51256,Bolívar,Venezuela,
Solís II,0,4.58456,-61.51256,Bolívar,Venezuela,
Toroupá,0,5.77366,-62.35934,Bolívar,Venezuela,
Unatei,0,5.487893135,-61.91959783,Bolívar,Venezuela,
Urín Pantá,0,5.14304,-61.51734,Bolívar,Venezuela,
Wo'nan de Parkupík,0,4.35361,-62.18208,Bolívar,Venezuela,
Wonkén Viejo,0,5.0853,-61.78711,Bolívar,Venezuela,
Wono'tá,0,4.94462,-61.73314,Bolívar,Venezuela,
Zapata,0,4.297222,-61.77,Bolívar,Venezuela,
Agrop. San Antonio,0,10.136111,-68.240556,Carabobo,Venezuela,
Chaparral,0,9.727778,-68.208333,Cojedes,Venezuela,
Corralito (Hacienda),0,9.008333,-68.023889,Cojedes,Venezuela,
El Crucero,0,9.508333,-68.025,Cojedes,Venezuela,
La Guama,0,9.752778,-68.119444,Cojedes,Venezuela,
La Laguna,0,9.318333,-68.691667,Cojedes,Venezuela,
Las Garzas I,0,9.195731,-68.215267,Cojedes,Venezuela,
Los Guices,0,9.133333,-68.264444,Cojedes,Venezuela,
Mata Oscura,0,9.525,-68.002778,Cojedes,Venezuela,
Puerto Nuevo,0,8.972222,-68.306111,Cojedes,Venezuela,
San José,0,9.433889,-68.833333,Cojedes,Venezuela,
San Pablo ,0,9.6,-68.372222,Cojedes,Venezuela,
Santo Domingo,0,9.298889,-68.353333,Cojedes,Venezuela,
Janeida,0,8.69261,-60.84544,Delta Amacuro,Venezuela,
Agua Linda (Agropecuaria ),0,10.76317,-68.48671,Falcón,Venezuela,
Bella Vista,0,11.975,-70.15,Falcón,Venezuela,
Cerro Antonio,0,11.046667,-68.823889,Falcón,Venezuela,
Cerro Pelado,0,11.105,-70.132778,Falcón,Venezuela,
Chiguarigua,0,10.88907912,-69.13495896,Falcón,Venezuela,
Chiguarigua I,0,10.88907912,-69.13495896,Falcón,Venezuela,
Chiparito,0,11.423536,-69.438101,Falcón,Venezuela,
El Arco,0,11.188333,-69.342222,Falcón,Venezuela,
El Brasil,0,12.097222,-70.083333,Falcón,Venezuela,
El Cerro,0,10.85,-68.923889,Falcón,Venezuela,
El Guayabo,0,10.723889,-70.269444,Falcón,Venezuela,
El Jobo,0,10.9,-69.770556,Falcón,Venezuela,
El Marital,0,11.158333,-70.178333,Falcón,Venezuela,
El Palmar,0,11.189444,-69.811111,Falcón,Venezuela,
El Pozo,0,11.43834517,-68.97888718,Falcón,Venezuela,
El Prado,0,11.48543443,-69.72432722,Falcón,Venezuela,
El Ralital,0,10.861111,-69.226667,Falcón,Venezuela,
Escalona,0,11.01171,-70.01926,Falcón,Venezuela,
La Araju (Asentamiento Campesino,0,10.91,-69.561111,Falcón,Venezuela,
La Boquita,0,11.08813718,-68.36621685,Falcón,Venezuela,
La Boquita,0,11.15668,-70.90735,Falcón,Venezuela,
La Canela,0,11.275,-69.846667,Falcón,Venezuela,
La Felicidad II,0,11.279444,-68.623889,Falcón,Venezuela,
La Pastora,0,11.28,-69.921667,Falcón,Venezuela,
La Pastora,0,11.28,-69.921667,Falcón,Venezuela,
La Tabla II,0,11.028889,-68.690556,Falcón,Venezuela,
Las Playitas I,0,11.037222,-70.405556,Falcón,Venezuela,
Los Haticos,0,11.08,-70.822222,Falcón,Venezuela,
Sabanetica,0,11.144444,-70.460556,Falcón,Venezuela,
San Lorenzo,0,11.166667,-69.741667,Falcón,Venezuela,
Santa María,0,10.786111,-70.503889,Falcón,Venezuela,
Santa Rita,0,11.767222,-70.096667,Falcón,Venezuela,
Santa Rosa,0,11.256111,-70.068889,Falcón,Venezuela,
Alcornocal,0,8.467222,-66.465556,Guárico,Venezuela,
Barrancas I,0,8.76434,-66.39176,Guárico,Venezuela,
Buena Vista,0,8.813333,-64.788056,Guárico,Venezuela,
Cacharuco,0,9.45,-65.395833,Guárico,Venezuela,
Chaparral,0,8.966667,-65.713889,Guárico,Venezuela,
El Caribe,0,9.433333,-66.191111,Guárico,Venezuela,
El Corozo,0,8.677778,-66.6,Guárico,Venezuela,
El Moriche,0,8.458333,-67.333333,Guárico,Venezuela,
El Muerto,0,8.166667,-66.758333,Guárico,Venezuela,
El Pozote,0,8.518889,-67.002222,Guárico,Venezuela,
El Totumo,0,9.933333,-67.293333,Guárico,Venezuela,
La Aguada del Calvario,0,9.303333,-65.887222,Guárico,Venezuela,
La Hormiga,0,9.671111,-66.537222,Guárico,Venezuela,
La Reforma I,0,9.401111,-65.846667,Guárico,Venezuela,
Los Algodonales,0,7.876313129,-66.5993023,Guárico,Venezuela,
Los Caros,0,8.881111,-67.75,Guárico,Venezuela,
Los Garzones,0,8.025,-65.733333,Guárico,Venezuela,
Manapire,0,9.312222,-66.185556,Guárico,Venezuela,
Morichalote,0,8.68057,-66.90399,Guárico,Venezuela,
Onoto,0,9.963889,-66.415556,Guárico,Venezuela,
Oruz,0,9.902944044,-66.12742736,Guárico,Venezuela,
Palenquito,0,8.561111,-65.822222,Guárico,Venezuela,
Palma Sola,0,9.253333,-65.960556,Guárico,Venezuela,
Palma Sola I,0,9.108333,-65.513333,Guárico,Venezuela,
Pedro II,0,9.091667,-65.927778,Guárico,Venezuela,
San Andres I,0,9.393333,-65.802778,Guárico,Venezuela,
San Joaquin ,0,8.896667,-66.386667,Guárico,Venezuela,
San Martín (Posesión),0,9.303889,-67.022222,Guárico,Venezuela,
San Pedro,0,9.663889,-66.131111,Guárico,Venezuela,
San Ramón I ,0,7.96895,-66.41896,Guárico,Venezuela,
Santa Ana ,0,8.983333,-67.248889,Guárico,Venezuela,
Agua Viva,0,10.43,-69.502778,Lara,Venezuela,
El Bejuco,0,10.027778,-69.527778,Lara,Venezuela,
El Naranjito I,0,10.222778,-69.16,Lara,Venezuela,
El Potrero,0,9.643333,-69.905,Lara,Venezuela,
Granja Magüeyal,0,10.192407,-69.616428,Lara,Venezuela,
La Garita,0,9.953889,-69.93,Lara,Venezuela,
La Garza,0,10.570556,-69.367778,Lara,Venezuela,
Los Cañitos I,0,10.426667,-69.567222,Lara,Venezuela,
Los Caños,0,9.853889,-70.197778,Lara,Venezuela,
Parque Nacional,0,9.638333,-69.535,Lara,Venezuela,
San Marcos,0,10.306111,-70.081111,Lara,Venezuela,
Tamayare (Hacienda),0,10.541667,-70.147778,Lara,Venezuela,
Cantarrana (Hacienda),0,9.166667,-71.195556,Mérida,Venezuela,
Cordoba,0,8.047222,-71.688333,Mérida,Venezuela,
Cucuchica (La Trinidad),0,8.339444,-71.721667,Mérida,Venezuela,
Las Lomitas,0,8.524595,-71.477036,Mérida,Venezuela,
Los Ranchos,0,8.573889,-71.586111,Mérida,Venezuela,
Mesa Alta,0,8.68515,-71.002583,Mérida,Venezuela,
Boca de Onza,0,10.0875,-66.814444,Miranda,Venezuela,
Cachipe,0,10.21437,-66.10173,Miranda,Venezuela,
Casupito,0,10.166667,-66.275,Miranda,Venezuela,
El Paují,0,10.312778,-66.778333,Miranda,Venezuela,
La Fila,0,10.407222,-66.345,Miranda,Venezuela,
Los Pocitos II,0,10.383333,-67.08,Miranda,Venezuela,
Los Tanques,0,10.140556,-66.915556,Miranda,Venezuela,
Managua,0,10.22486,-65.70586,Miranda,Venezuela,
Paso San Juan,0,10.10125957,-65.77557288,Miranda,Venezuela,
Porto Fino,0,10.22778,-65.70687,Miranda,Venezuela,
Santa Rosa,0,10.518333,-66.533333,Miranda,Venezuela,
Camburalito,0,9.945,-63.748889,Monagas,Venezuela,
El Aguacate,0,10.016667,-63.894444,Monagas,Venezuela,
El Mantecal,0,9.645556,-62.969444,Monagas,Venezuela,
El Portón,0,9.86119,-63.80128,Monagas,Venezuela,
El Toro,0,9.117222,-63.577222,Monagas,Venezuela,
Guanipa I,0,9.581667,-63.108333,Monagas,Venezuela,
La Tranquera,0,9.56695,-62.64303,Monagas,Venezuela,
Maripa I (Asentamiento),0,10.026667,-63.727778,Monagas,Venezuela,
Mata de Bejuco (Finca),0,9.341667,-62.842222,Monagas,Venezuela,
Pueblo Vaquero,0,8.59781,-62.49489,Monagas,Venezuela,
Rabanal ,0,9.385556,-62.970556,Monagas,Venezuela,
Santa Rita ,0,9.39,-63.162778,Monagas,Venezuela,
Valle Hondo (Finca),0,9.417222,-62.882222,Monagas,Venezuela,
Virgen del Valle,0,9.65975,-63.64045,Monagas,Venezuela,
El Tamoco,0,11.07334,-63.88814,Nueva Esparta,Venezuela,
Agricola A y B,0,9.440169,-69.245302,Portuguesa,Venezuela,
Canal M7-2,0,9.062396,-68.898629,Portuguesa,Venezuela,
Chepen,0,9.637401,-69.324755,Portuguesa,Venezuela,
Choro II,0,9.440169,-69.245302,Portuguesa,Venezuela,
Durigua (Finca),0,9.548889,-69.156111,Portuguesa,Venezuela,
El Enjambre,0,9.416667,-69.315556,Portuguesa,Venezuela,
El Palmar,0,9.151667,-69.464444,Portuguesa,Venezuela,
La Mensura,0,9.220556,-69.161111,Portuguesa,Venezuela,
Mata de Palma,0,9.095556,-69.552778,Portuguesa,Venezuela,
Portachuelo ,0,9.058333,-69.678889,Portuguesa,Venezuela,
San Nicolas (U.C.V) (Estación Experimental),0,8.801667,-69.758333,Portuguesa,Venezuela,
Alegria,0,10.268333,-63.605556,Sucre,Venezuela,
Buenos Aires,0,10.677778,-62.507222,Sucre,Venezuela,
Cacao,0,10.70077027,-62.29381811,Sucre,Venezuela,
Chorreron,0,10.257222,-63.59,Sucre,Venezuela,
La Iglesia,0,10.70046937,-62.09281295,Sucre,Venezuela,
La Leiva,0,10.63119921,-63.59770979,Sucre,Venezuela,
Las Culatas de Neverí,0,10.124658,-64.00013,Sucre,Venezuela,
Mejillón,0,10.688333,-62.547778,Sucre,Venezuela,
Naranjal,0,10.690556,-62.51,Sucre,Venezuela,
Saca Manteca,0,10.657778,-62.469444,Sucre,Venezuela,
San Juan,0,10.616111,-63.153889,Sucre,Venezuela,
Valle Solo,0,10.670556,-62.917222,Sucre,Venezuela,
Alto Viento,0,8.362222,-71.958333,Táchira,Venezuela,
Banco de Arena,0,7.496667,-72.166667,Táchira,Venezuela,
Campo Alegre II,0,7.702222,-71.944444,Táchira,Venezuela,
El Alizal,0,7.50902,-72.410389,Táchira,Venezuela,
El Palmar (La Lagunita),0,8.437222,-71.923889,Táchira,Venezuela,
El Recino 1,0,7.799585,-71.988158,Táchira,Venezuela,
Páramo,0,7.872778,-71.927222,Táchira,Venezuela,
San Mateo,0,8.553889,-71.9,Táchira,Venezuela,
Sipudo (Parte Baja),0,8.240556,-72.228889,Táchira,Venezuela,
El Caballo,0,9.687222,-70.381111,Trujillo,Venezuela,
El Río,0,9.15354,-70.4587,Trujillo,Venezuela,
La Aguadita,0,9.711111,-70.182222,Trujillo,Venezuela,
Los Marfiles,0,9.146667,-70.114444,Trujillo,Venezuela,
Medio Monte,0,9.368333,-70.615,Trujillo,Venezuela,
Palo Negro,0,9.395556,-70.516667,Trujillo,Venezuela,
Paramito,0,9.732222,-70.18,Trujillo,Venezuela,
Parcelamiento El Retoño,0,9.594444,-71.021667,Trujillo,Venezuela,
Río Azul,0,9.22302,-70.10308,Trujillo,Venezuela,
San José,0,9.561111,-70.341667,Trujillo,Venezuela,
Santa Rosa I,0,9.286111,-70.914444,Trujillo,Venezuela,
Villa Páez,0,9.379332,-70.625662,Trujillo,Venezuela,
Visun,0,9.068889,-70.486111,Trujillo,Venezuela,
La Florida,0,10.531667,-67.203889,Vargas,Venezuela,
La Florida,0,10.531667,-67.203889,Vargas,Venezuela,
Los Tres Palos,0,10.522222,-67.233333,Vargas,Venezuela,
Bucaral,0,10.360183,-68.919187,Yaracuy,Venezuela,
Bucaral (Finca),0,9.945,-68.846111,Yaracuy,Venezuela,
Coop. Cubiro,0,10.067778,-68.988333,Yaracuy,Venezuela,
El Carmen (Ya Vengo),0,10.301667,-68.720556,Yaracuy,Venezuela,
La Bananera,0,10.47958,-68.47298,Yaracuy,Venezuela,
Navajivan,0,10.10457,-68.60627,Yaracuy,Venezuela,
Purpural,0,10.386294,-68.928637,Yaracuy,Venezuela,
San Rafael,0,9.983333,-69.064444,Yaracuy,Venezuela,
Tupe,0,10.298889,-68.927778,Yaracuy,Venezuela,
Uraya,0,10.307222,-68.867222,Yaracuy,Venezuela,
Bella Vista,0,9.96,-72.598889,Zulia,Venezuela,
Betania,0,9.783889,-72.591667,Zulia,Venezuela,
Buena Vista,0,8.570556,-72.339444,Zulia,Venezuela,
Chamita,0,9.09462,-71.738,Zulia,Venezuela,
Dakuma,0,9.639,-72.93515,Zulia,Venezuela,
El Cairo,0,8.656111,-72.220556,Zulia,Venezuela,
El Pelambre,0,10.185,-70.736111,Zulia,Venezuela,
Km 13-Carretera La Willians,0,10.39631011,-71.34315635,Zulia,Venezuela,
Los Cañitos,0,8.711111,-72.127778,Zulia,Venezuela,
Los Robles,0,9.764444,-72.557222,Zulia,Venezuela,
San Antonio,0,9.835,-72.648889,Zulia,Venezuela,
San José (Hacienda),0,10.437222,-70.993333,Zulia,Venezuela,
San Miguel,0,10.43716,-72.12104,Zulia,Venezuela,
San Rafael (Finca),0,9.006111,-71.806111,Zulia,Venezuela,
Santa Rosa,0,9.789444,-72.671667,Zulia,Venezuela,
Valle Verde (Hacienda),0,8.668333,-72.216667,Zulia,Venezuela,
Caracas,1942652,10.5033,-66.9041,Distrito Capital,Venezuela,National capital; Admin 1 capital
Maracaibo,1898770,10.5855819,-71.62998647,Zulia,Venezuela,Admin 1 capital
Valencia,1378958,10.11805998,-68.03506963,Carabobo,Venezuela,Admin 1 capital
Barquisimeto ,936065,10.0740372,-69.3215669,Lara,Venezuela,Admin 1 capital
Ciudad Guayana,672651,8.25643267,-62.83766861,Bolívar,Venezuela,
Maturín ,447283,9.721365494,-63.20145629,Monagas,Venezuela,Admin 1 capital
Maracay ,401294,10.24520182,-67.62684248,Aragua,Venezuela,Admin 1 capital
Barcelona,382881,10.13326045,-64.64179238,Anzoátegui,Venezuela,Admin 1 capital
Petare,372470,10.480556,-66.808333,Miranda,Venezuela,
Ciudad Bolivar,335208,8.1311649,-63.5380532,Bolívar,Venezuela,Admin 1 capital
Turmero ,330201,10.233333,-67.472222,Aragua,Venezuela,
Cumana,310763,10.463333,-64.18,Sucre,Venezuela,Admin 1 capital
Barinas,300455,8.596887679,-70.17271581,Barinas,Venezuela,Admin 1 capital
Acarigua,287368,9.56,-69.201667,Portuguesa,Venezuela,
San Cristobal ,260173,7.777270465,-72.24398209,Táchira,Venezuela,Admin 1 capital
Cabimas,255567,10.37288014,-71.4165188,Zulia,Venezuela,
Puerto La Cruz,243572,10.216667,-64.616667,Anzoátegui,Venezuela,
Mérida,213962,8.608613373,-71.15077943,Mérida,Venezuela,Admin 1 capital
Guarenas,208565,10.475,-66.622222,Miranda,Venezuela,
Nuestra Señora del Rosario de Baruta ,199212,10.41157486,-66.86766922,Miranda,Venezuela,
Santa Ana de Coro,195496,11.407222,-69.670556,Falcón,Venezuela,Admin 1 capital
Los Teques,194655,10.35,-67.041667,Miranda,Venezuela,Admin 1 capital
El Tigre,179333,8.8872424,-64.25303,Anzoátegui,Venezuela,
Guacara,175766,10.230556,-67.875,Carabobo,Venezuela,
Cabudare ,173147,10.0326,-69.2614,Lara,Venezuela,
Puerto Cabello,173020,10.46387625,-68.09561091,Carabobo,Venezuela,
Guatire ,149634,10.475,-66.541667,Miranda,Venezuela,
Guanare,145223,9.041667,-69.820556,Portuguesa,Venezuela,Admin 1 capital
Ciudad Ojeda ,138208,10.2,-71.308333,Zulia,Venezuela,
San Felipe ,136360,10.339444,-68.735,Yaracuy,Venezuela,Admin 1 capital
Carupano ,133970,10.6277658,-63.24905613,Sucre,Venezuela,
Catia La Mar,133803,10.59991938,-67.02916877,Vargas,Venezuela,
Valera,132562,9.3140317,-70.6068524,Trujillo,Venezuela,
Cúa,129724,10.191667,-66.891667,Miranda,Venezuela,
Pozuelos ,128339,10.18792516,-64.62395717,Anzoátegui,Venezuela,
Punto Fijo,127953,11.6877018,-70.2090299,Falcón,Venezuela,
Calabozo,123692,8.933333,-67.427222,Guárico,Venezuela,
San Fernando de Apure,121039,7.896667,-67.467222,Apure,Venezuela,Admin 1 capital
Charallave ,117594,10.25,-66.858333,Miranda,Venezuela,
Anaco,114555,9.431216,-64.4571388,Anzoátegui,Venezuela,
Cagua,114445,10.188889,-67.483333,Aragua,Venezuela,
Palo Negro ,113747,10.175,-67.541667,Aragua,Venezuela,
San Juan de Los Morros ,110074,9.911111,-67.358333,Guárico,Venezuela,Admin 1 capital
Santa Lucia ,109679,10.308333,-66.658333,Miranda,Venezuela,
Valle de La Pascua,105403,9.214444,-66,Guárico,Venezuela,
Ocumare del Tuy ,104901,10.122222,-66.772222,Miranda,Venezuela,
Mariara ,104451,10.3,-67.716667,Carabobo,Venezuela,
Carora ,100687,10.177778,-70.080556,Lara,Venezuela,
El Limón,99847,10.305556,-67.627778,Aragua,Venezuela,
Porlamar,97667,10.95440404,-63.85296593,Nueva Esparta,Venezuela,
La Victoria,97305,10.233333,-67.333333,Aragua,Venezuela,
Tariba ,97300,7.821667,-72.218333,Táchira,Venezuela,
Punta Cardón ,94509,11.6156066,-70.21808652,Falcón,Venezuela,
San Carlos,91889,9.657222,-68.591667,Cojedes,Venezuela,Admin 1 capital
Tinaquillo,90313,9.905,-68.398889,Cojedes,Venezuela,
Ejido ,89723,8.54,-71.2378293,Mérida,Venezuela,
Tucupita,86487,9.059216897,-62.04922806,Delta Amacuro,Venezuela,Admin 1 capital
Villa de Cura ,85146,10.041667,-67.483333,Aragua,Venezuela,
Puerto Ayacucho ,84114,5.669444,-67.622778,Amazonas,Venezuela,Admin 1 capital
Yaritagua ,81691,10.083333,-69.120556,Yaracuy,Venezuela,
El Vigía,80646,8.616667,-71.644444,Mérida,Venezuela,
San José de Guanipa (El Tigrito),75692,8.879739777,-64.15893559,Anzoátegui,Venezuela,
San Carlos ,73777,9.001667,-71.919444,Zulia,Venezuela,
Güigüe ,72191,10.07968594,-67.76675723,Carabobo,Venezuela,
Upata ,72152,8.01137,-62.39889,Bolívar,Venezuela,
El Cartanal,70899,10.26672,-66.71105,Miranda,Venezuela,
San Antonio de Los Altos ,68255,10.377778,-66.947222,Miranda,Venezuela,
Santa Teresa del Tuy ,67765,10.23376,-66.66436,Miranda,Venezuela,
La Concepción (Los Teques) ,66559,10.61587774,-71.81648021,Zulia,Venezuela,
Caucaguita,66142,10.485759,-66.735226,Miranda,Venezuela,
La Villa del Rosario ,65907,10.30032892,-72.34434057,Zulia,Venezuela,
Rubio,65885,7.703889,-72.347778,Táchira,Venezuela,
La Dolorita,65159,10.4674,-66.76696,Miranda,Venezuela,
Machiques ,64283,10.062222,-72.546111,Zulia,Venezuela,
San Joaquín,63695,10.263889,-67.791667,Carabobo,Venezuela,
Los Dos Caminos,63260,10.49751882,-66.82959577,Miranda,Venezuela,
Santa Cruz de Mara ,62831,10.79729376,-71.67876212,Zulia,Venezuela,
Maiquetia,61845,10.6,-66.95,Vargas,Venezuela,
Chacao,61213,10.5148,-66.8534,Miranda,Venezuela,
Morón,60482,10.490556,-68.196667,Carabobo,Venezuela,
Tacarigua,60386,10.06959116,-67.91801711,Carabobo,Venezuela,
El Hatillo,57964,10.425,-66.825,Miranda,Venezuela,
Chivacoa ,52620,10.187222,-68.873889,Yaracuy,Venezuela,
Los Puertos de Altagracia ,52458,10.712778,-71.522778,Zulia,Venezuela,
Lagunillas,51671,10.138333,-71.256667,Zulia,Venezuela,
Carrizal,51521,10.35,-66.991667,Miranda,Venezuela,
El Tocuyo,50634,9.786111,-69.789444,Lara,Venezuela,
Altagracia de Orituco ,50632,9.862222,-66.380556,Guárico,Venezuela,
Ureña ,50006,7.918333,-72.446667,Táchira,Venezuela,
San Rafael del Mojón,49662,10.96094104,-71.72962299,Zulia,Venezuela,
Punta de Mata ,49514,9.697222,-63.608333,Monagas,Venezuela,
Santa Rita ,49194,10.533333,-71.515556,Zulia,Venezuela,
Socopo,49181,8.26,-70.846667,Barinas,Venezuela,
Caraballeda,48622,10.616667,-66.85,Vargas,Venezuela,
San Josecito,48587,7.66123,-72.22133,Táchira,Venezuela,
Colón ,48189,8.033889,-72.258333,Táchira,Venezuela,
Zaraza,47651,9.352778,-65.320833,Guárico,Venezuela,
