name,population,latitude,longitude,state,country,percentageOfSessions,,,,
Silvares,62,41.11994141,-8.154720855,,Portugal,,,,,
Sobreira de Mondim,62,41.42759223,-7.935536615,,Portugal,,,,,
Sobreiros,62,39.07109168,-9.09428733,,Portugal,,,,,
Sovalo,62,40.81975092,-8.490650588,,Portugal,,,,,
Terçoso/Lomba/Torneiro,62,40.90607165,-8.306853831,,Portugal,,,,,
Torre,62,41.36901852,-8.011461853,,Portugal,,,,,
Toural,62,41.49798633,-8.556004037,,Portugal,,,,,
Travassos,62,41.817153,-8.398829105,,Portugal,,,,,
Vale da Figueira,62,39.64056564,-8.455867849,,Portugal,,,,,
Vale de Couço,62,40.35678114,-8.140242732,,Portugal,,,,,
Vale Sacho,62,39.68123286,-8.296272973,,Portugal,,,,,
Vale Travelho,62,39.59075167,-8.851771977,,Portugal,,,,,
Valverde,62,40.701503,-6.979214113,,Portugal,,,,,
Vergieira,62,39.79483746,-8.855632202,,Portugal,,,,,
Vila Galega,62,39.82558691,-8.615169096,,Portugal,,,,,
Vila Verde,62,41.81584551,-8.796085222,,Portugal,,,,,
Vila Verde,62,41.39015894,-8.715500444,,Portugal,,,,,
Vilares,62,41.63132443,-7.122517258,,Portugal,,,,,
Vilarinho,62,41.53593376,-8.534894207,,Portugal,,,,,
Vinha,62,41.56747916,-8.191954606,,Portugal,,,,,
Abelheira,61,37.14306802,-8.143539691,,Portugal,,,,,
Abrunheira,61,39.43814737,-9.030167189,,Portugal,,,,,
Adside,61,40.63355188,-8.229881247,,Portugal,,,,,
Alagoas,61,40.14774501,-8.629491547,,Portugal,,,,,
Albergaria dos Fusos,61,38.2833438,-7.935293265,,Portugal,,,,,
Alegria,61,40.18724052,-8.748502398,,Portugal,,,,,
Alfeição,61,37.16407349,-8.060233311,,Portugal,,,,,
Alfeijoeiros,61,39.35028477,-8.659656564,,Portugal,,,,,
Aliceira,61,39.54739485,-8.989025744,,Portugal,,,,,
Almeirinho Clemente,61,39.00331828,-9.246525886,,Portugal,,,,,
Alteiralto,61,40.5603084,-8.442860395,,Portugal,,,,,
Areeiro,61,40.74422076,-8.556007473,,Portugal,,,,,
Aveção do Cabo,61,41.29571472,-7.886809912,,Portugal,,,,,
Avelãs de Ambom,61,40.61595687,-7.243174075,,Portugal,,,,,
Avinhó,61,41.1713438,-8.325752898,,Portugal,,,,,
Bairro,61,41.30233202,-8.163456616,,Portugal,,,,,
Bairro Novo,61,41.1913697,-7.778415975,,Portugal,,,,,
Barreirinho,61,40.9260587,-8.572165156,,Portugal,,,,,
Beirão,61,41.78188138,-8.517287329,,Portugal,,,,,
Bezerra,61,41.7449227,-8.613226893,,Portugal,,,,,
Boa Vista,61,41.48131913,-8.35351385,,Portugal,,,,,
Boavista,61,41.27365661,-8.006802493,,Portugal,,,,,
Bóia,61,41.89683364,-8.421071842,,Portugal,,,,,
Bouça,61,41.39148826,-8.250683451,,Portugal,,,,,
Bouça e Vale Verde,61,41.13348213,-8.224869036,,Portugal,,,,,
Bouçapaio,61,41.74544208,-8.602091527,,Portugal,,,,,
Bouços,61,42.10514371,-8.272432516,,Portugal,,,,,
Cabreira,61,41.3734169,-8.05377247,,Portugal,,,,,
Cacinheira,61,39.75402742,-8.509169495,,Portugal,,,,,
Campos,61,41.15396667,-7.933555959,,Portugal,,,,,
Capeludos,61,41.66157133,-7.456535145,,Portugal,,,,,
Carapinhal,61,40.39176811,-8.268072821,,Portugal,,,,,
Carregais,61,40.78778247,-7.486583301,,Portugal,,,,,
Carregueiro,61,37.82283457,-8.105073538,,Portugal,,,,,
Casais Galegos,61,39.76251304,-8.541161034,,Portugal,,,,,
Casal da Barba Pouca,61,39.53623524,-8.01754144,,Portugal,,,,,
Casal da Galharda,61,39.27574806,-9.235485693,,Portugal,,,,,
Casal de Abade,61,40.31961921,-7.970465586,,Portugal,,,,,
Casal de Marachão,61,40.15911534,-8.598060711,,Portugal,,,,,
Casal do Aguiar,61,39.48124599,-9.095226466,,Portugal,,,,,
Casal do Cepo,61,39.42667234,-8.569708875,,Portugal,,,,,
Casalinho,61,39.22920033,-9.170125102,,Portugal,,,,,
Casalinho,61,39.21693598,-9.072662455,,Portugal,,,,,
Casalinho,61,39.5531192,-8.30678325,,Portugal,,,,,
Casas Novas,61,41.45831307,-8.427323594,,Portugal,,,,,
Cerro do Mocho,61,37.1071637,-8.035650605,,Portugal,,,,,
Charneca do Carvalhal,61,39.46405281,-8.943462247,,Portugal,,,,,
Chouso,61,41.44796495,-8.531395128,,Portugal,,,,,
Corredoura,61,41.62081588,-8.289440361,,Portugal,,,,,
Couto,61,41.62146656,-8.429245529,,Portugal,,,,,
Cumieira,61,41.44046942,-8.64098773,,Portugal,,,,,
Desfeita,61,40.91724265,-7.994577016,,Portugal,,,,,
Devesa,61,41.4968344,-8.618257264,,Portugal,,,,,
Duas Igrejas,61,40.79867918,-7.707493322,,Portugal,,,,,
Eido,61,41.47860625,-8.287868714,,Portugal,,,,,
Espessande,61,41.22798169,-8.359771715,,Portugal,,,,,
Espinhal,61,40.71637709,-8.536880846,,Portugal,,,,,
Estremadouro,61,41.62075879,-8.30441328,,Portugal,,,,,
Fajói,61,41.65655837,-8.175523075,,Portugal,,,,,
Falgaroso da Serra,61,40.44609347,-8.284954806,,Portugal,,,,,
Fervença,61,41.3668715,-7.841735575,,Portugal,,,,,
Figueira,61,41.22176095,-8.348176532,,Portugal,,,,,
Figueiras,61,39.07908361,-9.376622669,,Portugal,,,,,
Fonte,61,41.76238753,-8.621576804,,Portugal,,,,,
Fonte do Imperador,61,38.84174682,-7.62458293,,Portugal,,,,,
Fontelas,61,41.31624718,-8.343388051,,Portugal,,,,,
Formil,61,41.79487947,-6.832938529,,Portugal,,,,,
Forno,61,41.52970026,-8.300904072,,Portugal,,,,,
Freiria,61,39.26198216,-8.813725842,,Portugal,,,,,
Funchal,61,38.89103049,-9.362358236,,Portugal,,,,,
Fundo de Aldeia,61,40.98616717,-8.46766642,,Portugal,,,,,
Furadouro,61,39.88438787,-8.37428913,,Portugal,,,,,
Golfar,61,40.8139615,-7.334659324,,Portugal,,,,,
Igreja,61,41.69871295,-8.432926258,,Portugal,,,,,
Igreja,61,40.86904349,-8.444702279,,Portugal,,,,,
Jugueiros/Souto Rei/São Lourenço,61,40.92671477,-8.29795718,,Portugal,,,,,
Ladeira e Valverde,61,40.86692005,-8.409188271,,Portugal,,,,,
Lage,61,41.69977296,-8.673618159,,Portugal,,,,,
Lagido,61,41.63733975,-8.304853625,,Portugal,,,,,
Lomar,61,41.15354577,-8.242091905,,Portugal,,,,,
Lontro,61,40.41071513,-8.606985198,,Portugal,,,,,
Louriceira,61,39.9743839,-8.126152657,,Portugal,,,,,
Lourido,61,41.71421508,-8.463432648,,Portugal,,,,,
Mangoeiro,61,41.91656217,-8.741520615,,Portugal,,,,,
Marinha,61,40.65182196,-7.71981792,,Portugal,,,,,
Mata,61,41.4125694,-8.272031635,,Portugal,,,,,
Mata,61,40.68296613,-7.457990872,,Portugal,,,,,
Mesão Frio,61,41.1425006,-8.324454712,,Portugal,,,,,
Mexide,61,41.12021904,-8.188548224,,Portugal,,,,,
Mó,61,41.47129143,-8.153819336,,Portugal,,,,,
Mogadouro,61,40.01632915,-8.610449701,,Portugal,,,,,
Moinhos,61,41.35766239,-8.178816709,,Portugal,,,,,
Montão,61,41.40102707,-7.948423448,,Portugal,,,,,
Monte Alto,61,37.62514701,-7.623941897,,Portugal,,,,,
Monte do Trigo,61,39.78070783,-7.812596499,,Portugal,,,,,
Montinho da Conveniência,61,37.20346954,-7.51413081,,Portugal,,,,,
Mosqueiros,61,41.18059283,-8.303723642,,Portugal,,,,,
Nogueira,61,41.6098985,-8.377678194,,Portugal,,,,,
Nogueira,61,40.2011624,-8.029046779,,Portugal,,,,,
Novais,61,41.46432811,-8.478734985,,Portugal,,,,,
Oliveiras,61,41.32655726,-8.62761807,,Portugal,,,,,
Outeiro de Mourel,61,40.79544577,-8.096071892,,Portugal,,,,,
Outeiro de Oleiros,61,41.51333412,-8.366647108,,Portugal,,,,,
Outeiro Velho,61,41.33886073,-8.204285658,,Portugal,,,,,
Paço,61,41.96136108,-8.627247717,,Portugal,,,,,
Paiágua,61,39.9645496,-7.703347004,,Portugal,,,,,
Palhal,61,40.74405774,-8.458215348,,Portugal,,,,,
Parreiras,61,39.12487543,-9.117346869,,Portugal,,,,,
Passal,61,40.85707925,-8.398980604,,Portugal,,,,,
Patameira,61,39.01189778,-9.194592881,,Portugal,,,,,
Pedreira,61,42.04255383,-8.613392808,,Portugal,,,,,
Penina,61,37.24901605,-8.115455011,,Portugal,,,,,
Perdigão,61,39.75368472,-8.676404221,,Portugal,,,,,
Peredo dos Castelhanos,61,41.1072143,-7.074845494,,Portugal,,,,,
Pereira de Selão,61,41.66035118,-7.538340124,,Portugal,,,,,
Perro,61,41.64100625,-8.321867117,,Portugal,,,,,
Piçarras,61,37.65196048,-8.143313072,,Portugal,,,,,
Picões,61,41.25702734,-6.950612729,,Portugal,,,,,
Pinheiro,61,41.68191108,-8.751008101,,Portugal,,,,,
Pinheiros,61,39.69065255,-8.400310542,,Portugal,,,,,
Pioledo,61,41.39427352,-7.841484529,,Portugal,,,,,
Poça da Carvalha,61,41.74640375,-8.398294055,,Portugal,,,,,
Ponte d'Olo,61,41.36909877,-7.932533742,,Portugal,,,,,
Ponte/Presa,61,41.59298136,-8.462693291,,Portugal,,,,,
Porta,61,41.87287357,-8.410615057,,Portugal,,,,,
Portelinha,61,41.01124884,-8.265077072,,Portugal,,,,,
Porto de Lobos,61,39.34500073,-9.339215757,,Portugal,,,,,
Raposeira,61,41.11485286,-8.014469241,,Portugal,,,,,
Ratoeira,61,41.95883437,-8.728345668,,Portugal,,,,,
Redonda,61,40.55013129,-8.379372694,,Portugal,,,,,
Regos,61,41.53868355,-8.49174774,,Portugal,,,,,
Reigadinha,61,40.76296219,-7.173023541,,Portugal,,,,,
Ribeiradas,61,38.94457976,-9.173824235,,Portugal,,,,,
Romãs,61,40.74639685,-7.649467052,,Portugal,,,,,
Samouqueiro,61,37.48266257,-8.754686116,,Portugal,,,,,
Sanfins,61,41.36734334,-8.430065261,,Portugal,,,,,
Sanfins,61,40.14649698,-8.755041431,,Portugal,,,,,
Santa Luzia,61,41.57604341,-8.252955198,,Portugal,,,,,
Santo Adrião,61,41.12601844,-7.63898998,,Portugal,,,,,
São Gonçalo,61,41.38078383,-8.27165974,,Portugal,,,,,
São Joaninho,61,41.12928828,-7.697555343,,Portugal,,,,,
Sargaçal,61,39.86267489,-8.788928265,,Portugal,,,,,
Serrado,61,38.91852671,-9.381021834,,Portugal,,,,,
Sobreira,61,39.95002571,-8.490017614,,Portugal,,,,,
Teixelo,61,40.986822,-7.780020816,,Portugal,,,,,
Terra Nova,61,42.04755689,-8.467666695,,Portugal,,,,,
Terroso,61,41.88132032,-6.846587341,,Portugal,,,,,
Torre,61,41.54360243,-8.487404529,,Portugal,,,,,
Travassos,61,41.87616442,-8.502615116,,Portugal,,,,,
Urbanização de São João,61,41.47334383,-8.303169793,,Portugal,,,,,
"Val, Adegas e Quinta dos Frades",61,42.11411417,-8.249359833,,Portugal,,,,,
Vale,61,41.15053954,-8.107249361,,Portugal,,,,,
Vale do Tronco,61,40.25580424,-8.214299668,,Portugal,,,,,
Vale Figueira,61,39.82830209,-8.50319048,,Portugal,,,,,
Valinho da Estrada,61,38.16137141,-8.696723772,,Portugal,,,,,
Valongo,61,39.80711897,-8.626249271,,Portugal,,,,,
Valverde,61,41.33097015,-6.98746055,,Portugal,,,,,
Veiga,61,41.44006004,-8.002077303,,Portugal,,,,,
Veiga,61,41.43811685,-8.479901917,,Portugal,,,,,
Vendas da Vela,61,40.42259127,-7.301790546,,Portugal,,,,,
Vila Franca,61,41.61348614,-6.852215825,,Portugal,,,,,
Vila Franca e Cabanas,61,41.51104154,-8.146199345,,Portugal,,,,,
Vila Maior,61,40.47330269,-6.937740681,,Portugal,,,,,
Vila Seca,61,41.63454874,-8.4897919,,Portugal,,,,,
Vilarinho das Quartas,61,41.86616144,-8.282917699,,Portugal,,,,,
Vilela,61,41.74553533,-8.710198652,,Portugal,,,,,
Viso,61,41.72955117,-8.640273833,,Portugal,,,,,
Afonsim,60,41.52677204,-7.681312368,,Portugal,,,,,
Águas Cai,60,41.23777115,-8.220133932,,Portugal,,,,,
Aldeia,60,41.58057876,-8.286206776,,Portugal,,,,,
Aldeia das Posses,60,40.65634639,-7.672229338,,Portugal,,,,,
Aldeia do Mato,60,39.54323259,-8.273008772,,Portugal,,,,,
Almeirim,60,37.73600267,-8.145013087,,Portugal,,,,,
Alqueidão,60,39.41881414,-8.899168952,,Portugal,,,,,
"Alto do Cavalo, Esmorigo e Pombal",60,41.8176895,-8.56967559,,Portugal,,,,,
Amparo,60,41.47710293,-7.964726536,,Portugal,,,,,
Bairro,60,40.91922575,-8.221808527,,Portugal,,,,,
Bairro de Cima,60,41.09787626,-7.911075021,,Portugal,,,,,
Barras,60,40.35759638,-7.995025587,,Portugal,,,,,
Barroqueira,60,40.08177508,-8.781442219,,Portugal,,,,,
Bogalheira,60,39.06209841,-9.317356034,,Portugal,,,,,
Boiças,60,39.40722893,-8.602413954,,Portugal,,,,,
Borralheiro,60,41.43590079,-8.240085113,,Portugal,,,,,
Bracial,60,39.00378867,-9.365809665,,Portugal,,,,,
Cadoiço,60,39.05648094,-9.310721799,,Portugal,,,,,
Caixeira,60,40.13768802,-8.693655309,,Portugal,,,,,
Calços,60,39.67110878,-8.574224144,,Portugal,,,,,
Cantarola,60,39.2527526,-9.198687451,,Portugal,,,,,
Cardeal,60,40.04392331,-8.319041082,,Portugal,,,,,
Carvalhal,60,40.81403262,-8.481836139,,Portugal,,,,,
Casais do Cabra,60,40.00551444,-8.370791206,,Portugal,,,,,
Casais Vale Barbas,60,39.07661129,-8.893932409,,Portugal,,,,,
Casal,60,40.70863748,-7.826256329,,Portugal,,,,,
Casal das Boiças,60,38.99866595,-9.110378757,,Portugal,,,,,
Casal de Baixo,60,40.57070724,-8.087066452,,Portugal,,,,,
Casal Perlaz,60,39.33896814,-8.646558198,,Portugal,,,,,
Casalinho,60,39.93398345,-8.361149072,,Portugal,,,,,
Casalito,60,40.29229699,-8.307837931,,Portugal,,,,,
Cavacadouro,60,41.72115369,-8.292443146,,Portugal,,,,,
Cedaínhos,60,41.45761434,-7.079206843,,Portugal,,,,,
Cerro do Roque,60,37.1561424,-8.236437469,,Portugal,,,,,
Chelo,60,41.35868081,-8.043815735,,Portugal,,,,,
Codeceira,60,41.79429993,-8.461218046,,Portugal,,,,,
Colos,60,39.60925255,-8.807018858,,Portugal,,,,,
Corujeira,60,41.21422551,-8.361656548,,Portugal,,,,,
Costa,60,41.49879882,-8.584168197,,Portugal,,,,,
Costa de Rios Frios,60,40.28022777,-8.479698422,,Portugal,,,,,
Couto,60,41.92213221,-8.752886503,,Portugal,,,,,
Covas,60,41.57564389,-8.190388456,,Portugal,,,,,
Cumieira,60,41.54518625,-8.019390212,,Portugal,,,,,
Devesa,60,41.64615786,-8.282768926,,Portugal,,,,,
Devesa,60,41.34979655,-8.069354695,,Portugal,,,,,
"Entre Devesas, Lameirão, Serdadelo e Travesselas",60,41.39734694,-8.155225291,,Portugal,,,,,
Entre-as-Águas,60,41.51427316,-8.377675992,,Portugal,,,,,
Ervideiro,60,41.76809253,-8.725021449,,Portugal,,,,,
Espartosa,60,37.15314125,-7.808485229,,Portugal,,,,,
Espinhal,60,41.37665256,-8.447276248,,Portugal,,,,,
Espinho,60,40.41988797,-8.299034594,,Portugal,,,,,
Estrada,60,41.44152944,-8.751788686,,Portugal,,,,,
Estrada,60,40.46529142,-8.644291772,,Portugal,,,,,
Feira,60,41.3817344,-8.072174875,,Portugal,,,,,
Fiéis de Deus,60,41.33703168,-8.705021856,,Portugal,,,,,
Fonte Escura,60,40.87588137,-8.517232824,,Portugal,,,,,
Forno,60,41.37657335,-8.418708404,,Portugal,,,,,
Funchais,60,37.13240823,-7.905930944,,Portugal,,,,,
Fundo de Vila,60,41.03093934,-8.252132076,,Portugal,,,,,
Fundo de Vila,60,41.28276184,-8.260448837,,Portugal,,,,,
Fundo de Vila e Aradela,60,41.28195796,-8.143939572,,Portugal,,,,,
Gaiosa,60,41.88898788,-8.816688158,,Portugal,,,,,
Gaiteiros,60,39.46987935,-9.000565012,,Portugal,,,,,
Galianas,60,40.01345186,-8.582226806,,Portugal,,,,,
Gaviãozinho de Cima,60,39.25849074,-8.314971361,,Portugal,,,,,
Golães,60,42.09818331,-8.287401992,,Portugal,,,,,
Guilhafões,60,41.33050913,-8.179344365,,Portugal,,,,,
Gulifar,60,40.5443242,-7.300749867,,Portugal,,,,,
Igreja,60,41.29350358,-7.79554774,,Portugal,,,,,
Lamachã,60,41.71908894,-7.768525611,,Portugal,,,,,
Lexim,60,38.8954616,-9.303204723,,Portugal,,,,,
Louçãs,60,39.6854416,-8.58387086,,Portugal,,,,,
Louredo,60,41.08239691,-8.118746884,,Portugal,,,,,
Lusindinho,60,40.6895334,-7.736565154,,Portugal,,,,,
Macedo do Peso,60,41.44120527,-6.640377301,,Portugal,,,,,
Magarelas,60,40.63710645,-7.994348675,,Portugal,,,,,
Malhão,60,37.10713104,-7.886337111,,Portugal,,,,,
Marinheira,60,39.39737129,-8.634176892,,Portugal,,,,,
Matas,60,41.24724193,-8.31679966,,Portugal,,,,,
Mato Santo Espirito,60,37.14353783,-7.629063656,,Portugal,,,,,
Mesquitela,60,40.58799831,-7.489286678,,Portugal,,,,,
Mó Furada,60,41.16144753,-8.179563756,,Portugal,,,,,
Mosteiro,60,41.44579916,-8.135504725,,Portugal,,,,,
Mourões,60,39.70253927,-8.756066042,,Portugal,,,,,
Outeiro,60,41.06977083,-8.01542543,,Portugal,,,,,
Outeiro,60,41.39902081,-8.612945396,,Portugal,,,,,
Paçô,60,41.13888681,-7.989368911,,Portugal,,,,,
Paçô de Rio Frio,60,41.71371235,-6.609140475,,Portugal,,,,,
Paraíso,60,40.74971309,-8.042745051,,Portugal,,,,,
Pardelhas,60,41.33528222,-7.892058761,,Portugal,,,,,
Parral e Barrada,60,38.07045354,-8.708835831,,Portugal,,,,,
Pedra Alva,60,37.17142052,-7.545364431,,Portugal,,,,,
Pedreiro,60,41.28702901,-8.066890027,,Portugal,,,,,
Pingoas,60,39.83270688,-8.879158425,,Portugal,,,,,
Pinheiro,60,41.53887246,-8.251333763,,Portugal,,,,,
Ponte de Frielas,60,38.8157299,-9.153964284,,Portugal,,,,,
Pousada,60,41.8671082,-8.369634484,,Portugal,,,,,
Póvoa da Pedreira,60,40.12921236,-8.336609969,,Portugal,,,,,
Póvoa do Salgueiro,60,40.50200077,-8.457088552,,Portugal,,,,,
Póvoa Dura,60,41.75484142,-8.365726045,,Portugal,,,,,
Póvoa Reguenga,60,40.88875413,-8.302141349,,Portugal,,,,,
Prado,60,39.38576432,-7.401889318,,Portugal,,,,,
Quinta de Açores,60,40.84014157,-7.531822992,,Portugal,,,,,
Rabadana,60,39.03279303,-9.058381287,,Portugal,,,,,
Rego Seco,60,41.52730734,-8.535539032,,Portugal,,,,,
Ribeira,60,41.30938209,-8.469471323,,Portugal,,,,,
Ribela,60,40.29226861,-8.313978909,,Portugal,,,,,
Roalde,60,41.25078329,-7.634322308,,Portugal,,,,,
Roriz e Várzea,60,41.76895915,-8.502494042,,Portugal,,,,,
Samarão,60,42.04965485,-8.458213352,,Portugal,,,,,
Santa Catarina,60,39.63680602,-8.367516686,,Portugal,,,,,
Santa Margarida da Serra,60,38.1211663,-8.601601778,,Portugal,,,,,
Santalha,60,41.9041819,-7.101938523,,Portugal,,,,,
São José,60,41.65169942,-8.504042522,,Portugal,,,,,
São Martinho,60,41.22608197,-7.793201629,,Portugal,,,,,
São Pedro de Tomar,60,39.56718787,-8.358760219,,Portugal,,,,,
Silveiro,60,41.7498388,-8.608830553,,Portugal,,,,,
Soalheiro e Costa,60,41.70627255,-8.627771196,,Portugal,,,,,
Soutelinho,60,41.49729824,-8.405036242,,Portugal,,,,,
Soutelinho do Monte,60,41.5817484,-7.562164557,,Portugal,,,,,
Souto,60,42.0555159,-8.521956741,,Portugal,,,,,
Souto,60,41.35536005,-8.175273562,,Portugal,,,,,
Souto,60,41.34124326,-8.229736609,,Portugal,,,,,
Souto e Bouça,60,41.42025559,-8.186090919,,Portugal,,,,,
Suchia,60,41.46266913,-8.133972506,,Portugal,,,,,
Telheira,60,41.2047187,-8.121344066,,Portugal,,,,,
Tojais,60,41.12404784,-8.087482882,,Portugal,,,,,
Trancozelos,60,40.65288533,-7.703087238,,Portugal,,,,,
Trás das Pedras,60,40.82062297,-8.497083278,,Portugal,,,,,
Uveirinhas,60,41.20693104,-8.123164974,,Portugal,,,,,
Valbom,60,39.58195779,-8.387225802,,Portugal,,,,,
Vila Boa,60,41.89839448,-8.37790419,,Portugal,,,,,
Vila Nova,60,41.82630846,-6.783270778,,Portugal,,,,,
Vilar de Ossos,60,41.87517753,-7.035116707,,Portugal,,,,,
Vilar de Rei e Fojo,60,41.66832368,-8.606722316,,Portugal,,,,,
Agriboa,59,41.79652253,-8.566497223,,Portugal,,,,,
Albitelhe,59,40.63579884,-8.243671373,,Portugal,,,,,
Aldeia,59,37.10925994,-7.965147523,,Portugal,,,,,
Aldeia Santa Teresa,59,39.75381097,-8.464358147,,Portugal,,,,,
Algeriz,59,40.41851026,-8.367535789,,Portugal,,,,,
Alijó,59,41.39901303,-8.311999349,,Portugal,,,,,
Alto do Leomil,59,40.59661901,-6.991665343,,Portugal,,,,,
Alto dos Barreiros,59,40.742735,-8.452070195,,Portugal,,,,,
Alvarão,59,41.08747122,-8.303915328,,Portugal,,,,,
Alvelos,59,40.70336577,-7.832175953,,Portugal,,,,,
Amendoeiras,59,38.6269996,-8.90299908,,Portugal,,,,,
Arrabalde,59,41.39670189,-8.408519912,,Portugal,,,,,
Badela,59,41.73865405,-8.548095366,,Portugal,,,,,
Baiães,59,37.14963865,-8.281259836,,Portugal,,,,,
Balteiro,59,41.12936095,-7.729684616,,Portugal,,,,,
Barreiras,59,41.55811337,-8.710307671,,Portugal,,,,,
Barroca D'Alva,59,38.73519883,-8.888116007,,Portugal,,,,,
Barrocas,59,39.21463125,-9.301350235,,Portugal,,,,,
Bouça do Rio,59,41.47948101,-8.351407143,,Portugal,,,,,
Bouças,59,41.92536311,-8.450994748,,Portugal,,,,,
Camarneira,59,39.83907074,-8.777858516,,Portugal,,,,,
Cardeais,59,39.6995016,-8.633108599,,Portugal,,,,,
Carrasqueira,59,39.84577789,-8.862092697,,Portugal,,,,,
Carvalhal,59,39.95984506,-8.486522297,,Portugal,,,,,
Casais,59,39.87448368,-8.584264085,,Portugal,,,,,
Casal da Brava,59,39.64490574,-8.459992177,,Portugal,,,,,
Casal do Fundo,59,40.70116606,-7.706821968,,Portugal,,,,,
Casal dos Afonsos,59,38.74764782,-9.255603297,,Portugal,,,,,
Casal dos Carriços,59,38.94663455,-9.244787402,,Portugal,,,,,
Casas,59,37.16306621,-8.370048551,,Portugal,,,,,
Casas da Serra,59,41.32869903,-7.44181069,,Portugal,,,,,
Casas do Rio,59,40.65578116,-7.376046563,,Portugal,,,,,
Cavadas,59,39.88412745,-8.441901216,,Portugal,,,,,
Cederma,59,41.14878341,-7.81430661,,Portugal,,,,,
Cedofeita,59,41.3944151,-8.263988668,,Portugal,,,,,
Cerdeiras,59,40.10428694,-8.380691441,,Portugal,,,,,
Chã,59,41.72050615,-8.422262797,,Portugal,,,,,
Conlelas,59,41.82356798,-6.903493727,,Portugal,,,,,
Correndinha,59,40.68357442,-7.738907053,,Portugal,,,,,
Cortezães,59,37.1643814,-8.267643986,,Portugal,,,,,
Couveiro,59,41.23088756,-8.06745225,,Portugal,,,,,
Covas,59,41.49013575,-7.53653794,,Portugal,,,,,
Cruz do Fundão,59,39.85554417,-8.030882602,,Portugal,,,,,
Devesa,59,41.83721642,-8.453226104,,Portugal,,,,,
Devesa,59,41.54106281,-8.553912509,,Portugal,,,,,
Devesa do Fardel,59,41.40539116,-8.291242139,,Portugal,,,,,
Dominga Loba,59,40.2491052,-7.401317875,,Portugal,,,,,
Eirado,59,41.92951849,-8.467030057,,Portugal,,,,,
Ervedeiros,59,41.74437965,-8.245956231,,Portugal,,,,,
Ervideira,59,39.92829837,-8.265462078,,Portugal,,,,,
Espanadeira,59,40.1987951,-7.503502797,,Portugal,,,,,
Espardinheiros,59,41.955544,-8.735548917,,Portugal,,,,,
Espirito Santo,59,37.54244101,-7.647100451,,Portugal,,,,,
Faleiros,59,38.02498207,-8.425542742,,Portugal,,,,,
Felgueiras,59,41.65867108,-8.296993961,,Portugal,,,,,
Ferreiros,59,41.38205761,-8.58588535,,Portugal,,,,,
Ferreiros,59,39.75408742,-8.752143808,,Portugal,,,,,
Fojo,59,41.37257239,-8.021660167,,Portugal,,,,,
Folgares,59,41.30535484,-7.281730792,,Portugal,,,,,
Fonte de Martel,59,40.31716416,-8.761228012,,Portugal,,,,,
Fonte do Grou,59,40.43912929,-8.636076001,,Portugal,,,,,
Fonte João Luís,59,37.26503359,-8.246409604,,Portugal,,,,,
France,59,41.89444716,-8.762396267,,Portugal,,,,,
Freixo,59,40.79652138,-8.517567114,,Portugal,,,,,
Fundoais,59,41.07079431,-8.059540661,,Portugal,,,,,
Granja do Paiva,59,40.91114181,-7.632408539,,Portugal,,,,,
Guilhafonso,59,40.63232216,-7.199928722,,Portugal,,,,,
Igreja,59,41.41508348,-8.388250701,,Portugal,,,,,
Igreja,59,40.90998296,-8.571719509,,Portugal,,,,,
Igreja,59,40.68597875,-8.153560018,,Portugal,,,,,
Jancide,59,41.90847226,-8.594484085,,Portugal,,,,,
Lagoa,59,41.73351247,-8.269828766,,Portugal,,,,,
Landeira,59,41.64870066,-8.476427722,,Portugal,,,,,
Lomba,59,40.20713561,-8.035405832,,Portugal,,,,,
Loureirão,59,41.11918279,-7.949695071,,Portugal,,,,,
Lousa,59,40.87526821,-8.441746102,,Portugal,,,,,
Lugar do Dentro,59,41.44808648,-7.957162671,,Portugal,,,,,
Lugar Novo,59,41.3986617,-8.150354851,,Portugal,,,,,
Lugar Novo,59,41.24605123,-8.227903697,,Portugal,,,,,
Manhão,59,41.07627029,-8.266603908,,Portugal,,,,,
Martinhas,59,40.26221067,-8.758172593,,Portugal,,,,,
Mato Velho,59,39.53643838,-8.834522162,,Portugal,,,,,
Medelo,59,41.66081837,-8.376883534,,Portugal,,,,,
Mesa,59,40.6429178,-8.460291375,,Portugal,,,,,
Mesquita,59,37.20798316,-8.028321848,,Portugal,,,,,
Nogueira,59,41.90877923,-8.629694242,,Portugal,,,,,
Novais/Pé do Monte,59,40.93951148,-8.275274643,,Portugal,,,,,
Olival,59,41.60339599,-8.290542707,,Portugal,,,,,
Olival,59,41.2544161,-8.049248756,,Portugal,,,,,
Outeiro,59,41.56103889,-8.169076912,,Portugal,,,,,
Outeiro,59,41.16449053,-8.37286119,,Portugal,,,,,
Outeiro,59,40.92137976,-8.47553777,,Portugal,,,,,
Outeiro do Rio e Porteladia,59,41.71021217,-8.619605497,,Portugal,,,,,
Paço,59,41.52927154,-8.271090168,,Portugal,,,,,
Paço Velho,59,41.82734967,-8.406150063,,Portugal,,,,,
Paredes,59,41.74800408,-8.224533547,,Portugal,,,,,
Paredes,59,41.13144619,-8.126895543,,Portugal,,,,,
Pegados,59,39.6798352,-8.325819676,,Portugal,,,,,
Penedos Belos,59,39.50762768,-8.746158922,,Portugal,,,,,
Perçal,59,41.50996786,-8.424917663,,Portugal,,,,,
Pomar,59,40.99668814,-8.476542234,,Portugal,,,,,
Porto Carvalhal,59,40.18754436,-8.773150668,,Portugal,,,,,
